,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,batchNumber,VGS,fT_plt,fmax_plt,nf_min,gain
1195,22,62.5,8,37,48,18738,-1.6,31.46899041,107.889108,-1.2975927,-0.8737684000000001
1196,22,62.5,8,37,63,18739,-1.6,31.38959637,107.9534265,-1.2940211,-0.9693171
1197,22,62.5,8,37,78,18740,-1.6,31.3258324,107.9981236,-1.2911796999999998,-1.0629138
1198,22,62.5,8,52,33,18741,-1.6,31.50287708,107.7062558,-1.3000393,-1.1605787
1199,22,62.5,8,52,48,18742,-1.6,31.39257742,107.8178404,-1.2947699,-1.2672329
1200,22,62.5,8,52,63,18743,-1.6,31.30868393,107.8897057,-1.2908676,-1.3682095
1201,22,62.5,8,52,78,18744,-1.6,31.24125512,107.9405307,-1.2877653999999998,-1.4654324
1202,22,75.0,2,22,33,18253,-1.6,30.74286873,105.813253,-1.3213277,3.3142967000000003
1203,22,75.0,2,22,48,18254,-1.6,30.62100817,105.9315607,-1.3165468,3.305581
1204,22,75.0,2,22,63,18255,-1.6,30.52178612,106.0077627,-1.3129768,3.2976498
1205,22,75.0,2,22,78,18256,-1.6,30.43696556,106.0615268,-1.3101112,3.290401
1206,22,75.0,2,37,33,18257,-1.6,30.67747057,105.6685284,-1.3210714,3.0377893
1207,22,75.0,2,37,48,18258,-1.6,30.5497129,105.802009,-1.3157692,3.0225971
1208,22,75.0,2,37,63,18259,-1.6,30.4457925,105.8898396,-1.3117734,3.0094746
1209,22,75.0,2,37,78,18260,-1.6,30.35707359,105.9532248,-1.3085428,2.9978346
1210,22,75.0,2,52,33,18261,-1.6,30.61055568,105.5654436,-1.3181434,2.7415195
1211,22,75.0,2,52,48,18262,-1.6,30.47584893,105.7082849,-1.3121466999999998,2.7189647
1212,22,75.0,2,52,63,18263,-1.6,30.36652812,105.803313,-1.307589,2.6999418
1213,22,75.0,2,52,78,18264,-1.6,30.27329639,105.87258090000002,-1.3038802,2.6833127999999995
1214,22,75.0,4,22,33,18421,-1.6,31.3268447,105.8152265,-1.3251583999999998,1.9739114
1215,22,75.0,4,22,48,18422,-1.6,31.21862188,105.9335615,-1.3204458,1.917593
1216,22,75.0,4,22,63,18423,-1.6,31.13182535,106.00977749999998,-1.3169382,1.8617303
1217,22,75.0,4,22,78,18424,-1.6,31.0585108,106.0635571,-1.3141309,1.8062232
1218,22,75.0,4,37,33,18425,-1.6,31.26306336,105.6705005,-1.325398,1.679056
1219,22,75.0,4,37,48,18426,-1.6,31.14940543,105.8039742,-1.3202681,1.6134332
1220,22,75.0,4,37,63,18427,-1.6,31.05839541,105.8918018,-1.3164257,1.5502822
1221,22,75.0,4,37,78,18428,-1.6,30.98162488,105.9551857,-1.3133357,1.4887761999999998
1222,22,75.0,4,52,33,18429,-1.6,31.19812947,105.5674504,-1.3230642,1.3772898999999998
1223,22,75.0,4,52,48,18430,-1.6,31.07819407,105.7102744,-1.3173655,1.301667
1224,22,75.0,4,52,63,18431,-1.6,30.98224391,105.8052915,-1.3130712,1.2307681
1225,22,75.0,4,52,78,18432,-1.6,30.90145736,105.8745515,-1.3096023,1.1629481000000002
1226,22,75.0,6,22,33,18589,-1.6,32.30003279,105.8153753,-1.3275312,0.4077817
1227,22,75.0,6,22,48,18590,-1.6,32.21487446,105.9337131,-1.3229483999999998,0.3449481
1228,22,75.0,6,22,63,18591,-1.6,32.14922534,106.00992920000002,-1.3195557,0.2811828
1229,22,75.0,6,22,78,18592,-1.6,32.09584885,106.0637084,-1.316853,0.2169148
1230,22,75.0,6,37,33,18593,-1.6,32.23798033,105.6706448,-1.3285551000000002,0.09086210000000003
1231,22,75.0,6,37,48,18594,-1.6,32.14831953,105.804119,-1.3237197,0.0206982
1232,22,75.0,6,37,63,18595,-1.6,32.07918477,105.8919471,-1.320136,-0.0483046
1233,22,75.0,6,37,78,18596,-1.6,32.02292914,105.955331,-1.3172807,-0.1164764
1234,22,75.0,6,52,33,18597,-1.6,32.17571734,105.5675995,-1.327174,-0.2280828
1235,22,75.0,6,52,48,18598,-1.6,32.0804155,105.7104218,-1.3219701,-0.3060989
1236,22,75.0,6,52,63,18599,-1.6,32.00726372,105.805438,-1.3181088,-0.3806612
1237,22,75.0,6,52,78,18600,-1.6,31.94789396,105.87469740000002,-1.315032,-0.452939
1238,22,75.0,8,22,33,18757,-1.6,32.18082429,105.8151011,-1.328703,-1.2932726
1239,22,75.0,8,22,48,18758,-1.6,32.11208996,105.9334431,-1.3241664,-1.3630291
1240,22,75.0,8,22,63,18759,-1.6,32.06155542,106.0096626,-1.3208174,-1.4343402
1241,22,75.0,8,22,78,18760,-1.6,32.0216913,106.0634434,-1.3181566,-1.5064802
1242,22,75.0,8,37,33,18761,-1.6,32.12144063,105.6703652,-1.3298944,-1.6344657
1243,22,75.0,8,37,48,18762,-1.6,32.04894004,105.8038428,-1.3251671,-1.7102887999999998
1244,22,75.0,8,37,63,18763,-1.6,31.99529596,105.89167340000002,-1.3216841,-1.7855055
1245,22,75.0,8,37,78,18764,-1.6,31.95336555,105.9550592,-1.3189241000000005,-1.8601801
1246,22,75.0,8,52,33,18765,-1.6,32.06220302,105.5673198,-1.3287148000000002,-1.9749744
1247,22,75.0,8,52,48,18766,-1.6,31.98506911,105.71014440000002,-1.3236941,-2.0573204
1248,22,75.0,8,52,63,18767,-1.6,31.92814249,105.8051625,-1.3200028,-2.1367149
1249,22,75.0,8,52,78,18768,-1.6,31.88355651,105.8744235,-1.3170863000000002,-2.2140867
1250,22,87.5,2,22,33,18277,-1.6,31.00195877,103.6028833,-1.3514536,3.1805296000000003
1251,22,87.5,2,22,48,18278,-1.6,30.90150194,103.7560471,-1.34659,3.175985
1252,22,87.5,2,22,63,18279,-1.6,30.81982337,103.8580704,-1.3429643999999998,3.1714425
1253,22,87.5,2,22,78,18280,-1.6,30.74924729,103.9325259,-1.3400581,3.1670914
1254,22,87.5,2,37,33,18281,-1.6,30.9431979,103.4218762,-1.3519917,2.8969608
1255,22,87.5,2,37,48,18282,-1.6,30.83767246,103.589221,-1.3466947,2.8862777000000004
1256,22,87.5,2,37,63,18283,-1.6,30.75159699,103.70221,-1.342714,2.8768146
1257,22,87.5,2,37,78,18284,-1.6,30.67793962,103.7856626,-1.3395028,2.8683012000000003
1258,22,87.5,2,52,33,18285,-1.6,30.8844475,103.2956644,-1.3499354,2.5976876
1259,22,87.5,2,52,48,18286,-1.6,30.77296248,103.4716509,-1.3440478,2.580083
1260,22,87.5,2,52,63,18287,-1.6,30.682175800000003,103.5913645,-1.3395887,2.5650718
1261,22,87.5,2,52,78,18288,-1.6,30.60463994,103.6803597,-1.3359701000000002,2.5518661
1262,22,87.5,4,22,33,18445,-1.6,31.681555600000006,103.6044533,-1.3558393,1.4601289
1263,22,87.5,4,22,48,18446,-1.6,31.59516376,103.7576581,-1.3510426000000002,1.4110427
1264,22,87.5,4,22,63,18447,-1.6,31.52587319,103.8597123,-1.3474787,1.3614084
1265,22,87.5,4,22,78,18448,-1.6,31.46742415,103.9341913,-1.3446303,1.3115375
1266,22,87.5,4,37,33,18449,-1.6,31.6244104,103.4234346,-1.3568869,1.1780813
1267,22,87.5,4,37,48,18450,-1.6,31.53337874,103.5907806,-1.3517632,1.1210316
1268,22,87.5,4,37,63,18451,-1.6,31.46059976,103.703773,-1.3479373,1.0652315
1269,22,87.5,4,37,78,18452,-1.6,31.39914058,103.78722940000002,-1.3448681999999998,1.0103394
1270,22,87.5,4,52,33,18453,-1.6,31.56776083,103.2972566,-1.3554402,0.8918607
1271,22,87.5,4,52,48,18454,-1.6,31.47143926,103.4732322,-1.349855,0.8261929
1272,22,87.5,4,52,63,18455,-1.6,31.39444569,103.5929398,-1.3456635,0.7637772
1273,22,87.5,4,52,78,18456,-1.6,31.32967402,103.6819312,-1.3422889999999998,0.7035403
1274,22,87.5,6,22,33,18613,-1.6,32.82844552,103.6044342,-1.3584898,-0.3216518
1275,22,87.5,6,22,48,18614,-1.6,32.76598687,103.7576451,-1.3538224,-0.3707521
1276,22,87.5,6,22,63,18615,-1.6,32.71847812,103.8597019,-1.3503731,-0.4220208
1277,22,87.5,6,22,78,18616,-1.6,32.68064411,103.9341819,-1.3476293,-0.4745503
1278,22,87.5,6,37,33,18617,-1.6,32.77328633,103.4234073,-1.3603323,-0.6079882
1279,22,87.5,6,37,48,18618,-1.6,32.70698224,103.5907568,-1.3555045,-0.6629556
1280,22,87.5,6,37,63,18619,-1.6,32.65677953,103.7037516,-1.3519385,-0.7183319
1281,22,87.5,6,37,78,18620,-1.6,32.61662767,103.7872096,-1.3491053,-0.7738553000000001
1282,22,87.5,6,52,33,18621,-1.6,32.71913886,103.2972331,-1.3598523,-0.8944669
1283,22,87.5,6,52,48,18622,-1.6,32.64849312,103.4732095,-1.3547656,-0.9557754
1284,22,87.5,6,52,63,18623,-1.6,32.59513744,103.5929179,-1.3510107,-1.0155619
1285,22,87.5,6,52,78,18624,-1.6,32.55246343,103.6819101,-1.3480316,-1.0742773
1286,22,87.5,8,22,33,18781,-1.6,32.67417124,103.6040464,-1.3598264,-2.1403449
1287,22,87.5,8,22,48,18782,-1.6,32.628611,103.7572631,-1.3552053999999998,-2.1922919
1288,22,87.5,8,22,63,18783,-1.6,32.59649383,103.8593236,-1.3518001,-2.247219
1289,22,87.5,8,22,78,18784,-1.6,32.57293615,103.9338061,-1.3490984,-2.303882
1290,22,87.5,8,37,33,18785,-1.6,32.62175786,103.4230122,-1.3618405,-2.4435124
1291,22,87.5,8,37,48,18786,-1.6,32.57303014,103.5903666,-1.357122,-2.5002525
1292,22,87.5,8,37,63,18787,-1.6,32.538711199999995,103.703365,-1.3536582,-2.5581764
1293,22,87.5,8,37,78,18788,-1.6,32.51347673,103.7868258,-1.3509218,-2.6167036
1294,22,87.5,8,52,33,18789,-1.6,32.57084917,103.2968373,-1.3615665,-2.7448262000000003
1295,22,87.5,8,52,48,18790,-1.6,32.51873017,103.4728172,-1.356666,-2.8067616
1296,22,87.5,8,52,63,18791,-1.6,32.48217446,103.5925286,-1.3530841999999998,-2.8679233
1297,22,87.5,8,52,78,18792,-1.6,32.45479553,103.6815232,-1.3502685,-2.9284574
1298,22,100.0,2,22,33,18301,-1.6,31.23052097,101.3153023,-1.3865691,2.9914208
1299,22,100.0,2,22,48,18302,-1.6,31.14674092,101.5046308,-1.3815764,2.9904335
1300,22,100.0,2,22,63,18303,-1.6,31.07802369,101.6335606,-1.3778597,2.9887775000000003
1301,22,100.0,2,22,78,18304,-1.6,31.01906377,101.7294981,-1.3748837,2.9868922
1302,22,100.0,2,37,33,18305,-1.6,31.17697161,101.0969534,-1.3877681,2.703799
1303,22,100.0,2,37,48,18306,-1.6,31.08867859,101.2992039,-1.382409,2.6970321
1304,22,100.0,2,37,63,18307,-1.6,31.01649417,101.438268,-1.378391,2.690744
1305,22,100.0,2,37,78,18308,-1.6,30.95451051,101.5426032,-1.3751557,2.6849408
1306,22,100.0,2,52,33,18309,-1.6,31.1246003,100.946787,-1.3864045,2.4040189
1307,22,100.0,2,52,48,18310,-1.6,31.0311374,101.1570749,-1.3805333,2.3907803
1308,22,100.0,2,52,63,18311,-1.6,30.95487214,101.3022638,-1.3761001,2.3793042
1309,22,100.0,2,52,78,18312,-1.6,30.88964758,101.4117017,-1.3725108999999998,2.3691132
1310,22,100.0,4,22,33,18469,-1.6,32.00825216,101.3165717,-1.3915495,0.9381783
1311,22,100.0,4,22,48,18470,-1.6,31.93873186,101.5059539,-1.3866226,0.8958865
1312,22,100.0,4,22,63,18471,-1.6,31.88309195,101.6349239,-1.3829671,0.8521941999999999
1313,22,100.0,4,22,78,18472,-1.6,31.83624953,101.7308923,-1.3800487,0.8077559
1314,22,100.0,4,37,33,18473,-1.6,31.95632076,101.0982023,-1.3932735,0.6703925000000001
1315,22,100.0,4,37,48,18474,-1.6,31.88285735,101.300461,-1.3880893,0.6212354
1316,22,100.0,4,37,63,18475,-1.6,31.82416736,101.4395339,-1.384228,0.5722821
1317,22,100.0,4,37,78,18476,-1.6,31.77486917,101.5438773,-1.3811368,0.5235998
1318,22,100.0,4,52,33,18477,-1.6,31.90608875,100.9480767,-1.3925373,0.4004856
1319,22,100.0,4,52,48,18478,-1.6,31.82816439,101.1583519,-1.3869737,0.3438587
1320,22,100.0,4,52,63,18479,-1.6,31.76592915,101.3035388,-1.3828131,0.2892185
1321,22,100.0,4,52,78,18480,-1.6,31.7137151,101.4129763,-1.3794729,0.235977
1322,22,100.0,6,22,33,18637,-1.6,33.33642322,101.3164212,-1.3944987,-1.0224918
1323,22,100.0,6,22,48,18638,-1.6,33.29151929,101.505812,-1.3897011,-1.0592803
1324,22,100.0,6,22,63,18639,-1.6,33.25848352,101.6347863,-1.3861603,-1.0992795
1325,22,100.0,6,22,78,18640,-1.6,33.23289341,101.7307569,-1.3833467,-1.1411903
1326,22,100.0,6,37,33,18641,-1.6,33.28657209,101.0980407,-1.3970311000000002,-1.2803247
1327,22,100.0,6,37,48,18642,-1.6,33.23854173,101.3003049,-1.3921448,-1.3218493
1328,22,100.0,6,37,63,18643,-1.6,33.20325684,101.4393819,-1.3885454,-1.3650975
1329,22,100.0,6,37,78,18644,-1.6,33.1758148,101.5437281,-1.3856919,-1.4093215
1330,22,100.0,6,52,33,18645,-1.6,33.2389349,100.9479174,-1.3972782,-1.5369453000000002
1331,22,100.0,6,52,48,18646,-1.6,33.18762758,101.1581959,-1.3922182,-1.5836013999999998
1332,22,100.0,6,52,63,18647,-1.6,33.149651,101.303385,-1.3884987,-1.6303499
1333,22,100.0,6,52,78,18648,-1.6,33.120433,101.4128244,-1.3855582,-1.6770493999999998
1334,22,100.0,8,22,33,18805,-1.6,33.14495607,101.3159407,-1.3960118,-2.9313436
1335,22,100.0,8,22,48,18806,-1.6,33.11742381,101.5053384,-1.3912608,-2.9679416
1336,22,100.0,8,22,63,18807,-1.6,33.10009088,101.6343172,-1.3877645,-3.0086956
1337,22,100.0,8,22,78,18808,-1.6,33.08892266,101.7302908,-1.3849935,-3.0519436
1338,22,100.0,8,37,33,18809,-1.6,33.09792005,101.0975515,-1.3987204,-3.2011106
1339,22,100.0,8,37,48,18810,-1.6,33.06754863,101.2998216,-1.3939452,-3.2415231
1340,22,100.0,8,37,63,18811,-1.6,33.04894818,101.43890290000002,-1.3904498,-3.284584
1341,22,100.0,8,37,78,18812,-1.6,33.03655818,101.5432525,-1.3876948999999998,-3.3291933
1342,22,100.0,8,52,33,18813,-1.6,33.05385129,100.9474245,-1.3991789,-3.4681522000000005
1343,22,100.0,8,52,48,18814,-1.6,33.02107794,101.15771,-1.3943088,-3.5126939
1344,22,100.0,8,52,63,18815,-1.6,33.00049286,101.3029026,-1.3907662,-3.558239700000001
1345,22,100.0,8,52,78,18816,-1.6,32.98695659,101.412345,-1.3879926,-3.6043032
1346,24,25.0,2,22,33,24205,-1.6,28.25099591,111.635068,-1.2485834999999998,1.5761525
1347,24,25.0,2,22,48,24206,-1.6,27.88636109,111.6041926,-1.2428443,1.5467042
1348,24,25.0,2,22,63,24207,-1.6,27.59633182,111.57129170000002,-1.238495,1.5215364
1349,24,25.0,2,22,78,24208,-1.6,27.35280314,111.5391652,-1.2349633,1.4992921
1350,24,25.0,2,37,33,24209,-1.6,28.11220188,111.648847,-1.2392591,1.3896623
1351,24,25.0,2,37,48,24210,-1.6,27.73524768,111.6353111,-1.2318193000000002,1.3551848
1352,24,25.0,2,37,63,24211,-1.6,27.43588397,111.6152511,-1.2260973,1.3259922
1353,24,25.0,2,37,78,24212,-1.6,27.18485983,111.5933432,-1.2213989,1.300348
1354,24,25.0,2,52,33,24213,-1.6,27.95685648,111.6480547,-1.2254583,1.1645348
1355,24,25.0,2,52,48,24214,-1.6,27.56546224,111.6456021,-1.2159446000000005,1.1238761999999998
1356,24,25.0,2,52,63,24215,-1.6,27.25511412,111.6337762,-1.2085603,1.0897341
1357,24,25.0,2,52,78,24216,-1.6,26.99525661,111.6184362,-1.2024566,1.0599092
1358,24,25.0,4,22,33,24373,-1.6,28.46259848,111.6433735,-1.2504645,2.9726539
1359,24,25.0,4,22,48,24374,-1.6,28.10852356,111.6124271,-1.2447993,2.8775399
1360,24,25.0,4,22,63,24375,-1.6,27.82781817,111.5794754,-1.2405164,2.7905618
1361,24,25.0,4,22,78,24376,-1.6,27.59275347,111.5473091,-1.2370456,2.7083818
1362,24,25.0,4,37,33,24377,-1.6,28.32515845,111.6572381,-1.2415923,2.6861248
1363,24,25.0,4,37,48,24378,-1.6,27.95902321,111.64361940000002,-1.2343225,2.5734737
1364,24,25.0,4,37,63,24379,-1.6,27.66918319,111.6235004,-1.2287503999999998,2.4717817
1365,24,25.0,4,37,78,24380,-1.6,27.42677425,111.6015468,-1.2241882,2.3767362000000003
1366,24,25.0,4,52,33,24381,-1.6,28.17141862,111.6565136,-1.2283274,2.3688269
1367,24,25.0,4,52,48,24382,-1.6,27.79110246,111.6539747,-1.2190953000000002,2.2378291
1368,24,25.0,4,52,63,24383,-1.6,27.49040838,111.6420869,-1.2119574,2.1210973
1369,24,25.0,4,52,78,24384,-1.6,27.23952675,111.6266987,-1.2060767,2.0131596000000003
1370,24,25.0,6,22,33,24541,-1.6,28.78972554,111.6457803,-1.2518801000000002,2.9647348
1371,24,25.0,6,22,48,24542,-1.6,28.4529207,111.6148075,-1.2463498,2.8274709
1372,24,25.0,6,22,63,24543,-1.6,28.18763967,111.5818364,-1.2421855,2.6985569
1373,24,25.0,6,22,78,24544,-1.6,27.9667588,111.5496547,-1.2388226,2.5742602000000003
1374,24,25.0,6,37,33,24545,-1.6,28.65340844,111.6596727,-1.2437608,2.550608
1375,24,25.0,6,37,48,24546,-1.6,28.30490223,111.6460268,-1.2367852,2.3915591
1376,24,25.0,6,37,63,24547,-1.6,28.03079015,111.625888,-1.2314704,2.2451938
1377,24,25.0,6,37,78,24548,-1.6,27.80258237,111.603919,-1.2271411,2.1063735
1378,24,25.0,6,52,33,24549,-1.6,28.50111597,111.6589692,-1.231393,2.1069305
1379,24,25.0,6,52,48,24550,-1.6,28.13878887,111.65640220000002,-1.2226407,1.9265421000000005
1380,24,25.0,6,52,63,24551,-1.6,27.85428723,111.6444941,-1.2159208,1.7635911
1381,24,25.0,6,52,78,24552,-1.6,27.61782333,111.62909009999998,-1.2104167,1.6113303
1382,24,25.0,8,22,33,24709,-1.6,28.79142239,111.646803,-1.2524879,2.3564142
1383,24,25.0,8,22,48,24710,-1.6,28.46748159,111.615818,-1.2470065,2.1765879
1384,24,25.0,8,22,63,24711,-1.6,28.2134542,111.582838,-1.2428877,2.0059757
1385,24,25.0,8,22,78,24712,-1.6,28.0027209,111.5506492,-1.2395677,1.8405877
1386,24,25.0,8,37,33,24713,-1.6,28.65696066,111.6607082,-1.2445339,1.8342791
1387,24,25.0,8,37,48,24714,-1.6,28.32163294,111.6470498,-1.2376668,1.6324114
1388,24,25.0,8,37,63,24715,-1.6,28.059076300000005,111.626902,-1.2324522,1.4451968000000002
1389,24,25.0,8,37,78,24716,-1.6,27.84138873,111.6049259,-1.2282168,1.2669145
1390,24,25.0,8,52,33,24717,-1.6,28.50687235,111.6600142,-1.2323626,1.2890628
1391,24,25.0,8,52,48,24718,-1.6,28.15814192,111.6574343,-1.223789,1.0667511
1392,24,25.0,8,52,63,24719,-1.6,27.88538497,111.645517,-1.217233,0.8647284
1393,24,25.0,8,52,78,24720,-1.6,27.65975174,111.6301058,-1.2118823,0.6753729
1394,24,37.5,2,22,33,24229,-1.6,29.29713177,110.4812426,-1.2640136,2.7923009
1395,24,37.5,2,22,48,24230,-1.6,29.04535526,110.4674813,-1.2587287,2.7679112
1396,24,37.5,2,22,63,24231,-1.6,28.84315258,110.4470158,-1.2547505,2.7470472000000004
1397,24,37.5,2,22,78,24232,-1.6,28.67206087,110.42465,-1.2515368999999998,2.7286147
1398,24,37.5,2,37,33,24233,-1.6,29.19103006,110.47639840000002,-1.2592424,2.5677962000000005
1399,24,37.5,2,37,48,24234,-1.6,28.92936682,110.4798405,-1.2528416999999998,2.5369133
1400,24,37.5,2,37,63,24235,-1.6,28.719480600000004,110.4721482,-1.2479595,2.5108545
1401,24,37.5,2,37,78,24236,-1.6,28.54210186,110.4599658,-1.2439755,2.4880347
1402,24,37.5,2,52,33,24237,-1.6,29.07530866,110.4635044,-1.2508563,2.3086852
1403,24,37.5,2,52,48,24238,-1.6,28.80195284,110.4779111,-1.2430564,2.2701146
1404,24,37.5,2,52,63,24239,-1.6,28.583040000000004,110.4783874,-1.237048,2.2379064
1405,24,37.5,2,52,78,24240,-1.6,28.39827779,110.4727333,-1.232109,2.2098957
1406,24,37.5,4,22,33,24397,-1.6,29.59446724,110.4864492,-1.2663872,3.1779147
1407,24,37.5,4,22,48,24398,-1.6,29.35461371,110.4726555,-1.2611746,3.0964457000000003
1408,24,37.5,4,22,63,24399,-1.6,29.16306199,110.4521673,-1.2572616,3.019957
1409,24,37.5,4,22,78,24400,-1.6,29.00181879,110.4297835,-1.2541082,2.9464219
1410,24,37.5,4,37,33,24401,-1.6,29.48983311,110.4816535,-1.2620795,2.8707881
1411,24,37.5,4,37,48,24402,-1.6,29.24042261,110.4850462,-1.2558498,2.7739272
1412,24,37.5,4,37,63,24403,-1.6,29.04149316,110.4773192,-1.2511188999999998,2.6847967999999995
1413,24,37.5,4,37,78,24404,-1.6,28.87413906,110.4651102,-1.2472729,2.6004101000000004
1414,24,37.5,4,52,33,24405,-1.6,29.3759157,110.468809,-1.2542467,2.5413009
1415,24,37.5,4,52,48,24406,-1.6,29.11521209,110.483161,-1.2467348,2.4283095
1416,24,37.5,4,52,63,24407,-1.6,28.90764362,110.48359840000002,-1.2409796,2.3261897
1417,24,37.5,4,52,78,24408,-1.6,28.73317008,110.4779144,-1.2362704,2.2308412
1418,24,37.5,6,22,33,24565,-1.6,30.06720035,110.48779640000002,-1.2680396,2.6397791
1419,24,37.5,6,22,48,24566,-1.6,29.84692785,110.4739889,-1.2629604,2.5257793
1420,24,37.5,6,22,63,24567,-1.6,29.67324019,110.45349,-1.259165,2.4162697
1421,24,37.5,6,22,78,24568,-1.6,29.52842677,110.4310974,-1.2561186000000002,2.3093135
1422,24,37.5,6,37,33,24569,-1.6,29.96400896,110.483015,-1.2644928999999998,2.231089
1423,24,37.5,6,37,48,24570,-1.6,29.73481465,110.4863926,-1.2585585,2.1008178
1424,24,37.5,6,37,63,24571,-1.6,29.5541105,110.4786547,-1.2540866000000002,1.9787217
1425,24,37.5,6,37,78,24572,-1.6,29.4036222,110.4664371,-1.2504753,1.8616192
1426,24,37.5,6,52,33,24573,-1.6,29.85197391,110.4701837,-1.2575763999999998,1.8056042
1427,24,37.5,6,52,48,24574,-1.6,29.61201604,110.4845195,-1.2505526000000002,1.6590356
1428,24,37.5,6,52,63,24575,-1.6,29.4231637,110.4849453,-1.2452239,1.5246376
1429,24,37.5,6,52,78,24576,-1.6,29.26617813,110.4792522,-1.2409002,1.3978364
1430,24,37.5,8,22,33,24733,-1.6,30.04385775,110.4882458,-1.2687897,1.6257606000000002
1431,24,37.5,8,22,48,24734,-1.6,29.83810544,110.474433,-1.263759,1.4809309
1432,24,37.5,8,22,63,24735,-1.6,29.67710444,110.45393,-1.2600089,1.341014
1433,24,37.5,8,22,78,24736,-1.6,29.54394485,110.4315341,-1.2570053999999995,1.204082
1434,24,37.5,8,37,33,24737,-1.6,29.94284056,110.4834695,-1.2654115,1.1384185
1435,24,37.5,8,37,48,24738,-1.6,29.72851865,110.48684140000002,-1.2595865,0.9787145
1436,24,37.5,8,37,63,24739,-1.6,29.5609959,110.47909950000002,-1.2552159,0.8281540000000001
1437,24,37.5,8,37,78,24740,-1.6,29.42260227,110.4668787,-1.2516999,0.6833805000000001
1438,24,37.5,8,52,33,24741,-1.6,29.83337499,110.4706434,-1.2586968,0.6411224
1439,24,37.5,8,52,48,24742,-1.6,29.60875337,110.4849729,-1.2518553999999995,0.4669424
1440,24,37.5,8,52,63,24743,-1.6,29.43373783,110.4853943,-1.2466948999999998,0.30632659999999995
1441,24,37.5,8,52,78,24744,-1.6,29.28908966,110.4796979,-1.2425288,0.1543682
1442,24,50.0,2,22,33,24253,-1.6,29.887360600000004,108.9805568,-1.2818715,3.2514957000000004
1443,24,50.0,2,22,48,24254,-1.6,29.69931027,108.9895558,-1.2767578000000002,3.2335833
1444,24,50.0,2,22,63,24255,-1.6,29.54727807,108.9856642,-1.2729243,3.2180475
1445,24,50.0,2,22,78,24256,-1.6,29.41806494,108.9763301,-1.2698375,3.2042149
1446,24,50.0,2,37,33,24257,-1.6,29.80005611,108.9512501,-1.2794444,3.0032191000000004
1447,24,50.0,2,37,48,24258,-1.6,29.60389581,108.9772466,-1.2735134,2.978502
1448,24,50.0,2,37,63,24259,-1.6,29.44555623,108.9860199,-1.2690158,2.9575187
1449,24,50.0,2,37,78,24260,-1.6,29.3111355,108.9868072,-1.2653618,2.9390831000000004
1450,24,50.0,2,52,33,24261,-1.6,29.70737821,108.9224825,-1.2738365,2.7253894
1451,24,50.0,2,52,48,24262,-1.6,29.50162301,108.9592689,-1.2668571000000002,2.6927699
1452,24,50.0,2,52,63,24263,-1.6,29.33582443,108.9761119,-1.2615136999999998,2.6654621
1453,24,50.0,2,52,78,24264,-1.6,29.1951687,108.9833659,-1.2571413,2.6416851
1454,24,50.0,4,22,33,24421,-1.6,30.27098265,108.9842178,-1.2847361000000002,2.9573551
1455,24,50.0,4,22,48,24422,-1.6,30.09564405,108.9932085,-1.2796929,2.885911
1456,24,50.0,4,22,63,24423,-1.6,29.95510856,108.98931129999998,-1.2759234,2.8172933
1457,24,50.0,4,22,78,24424,-1.6,29.83646735,108.9799726,-1.2728959,2.7503886000000004
1458,24,50.0,4,37,33,24425,-1.6,30.18528985,108.9549386,-1.2827825000000002,2.6451425
1459,24,50.0,4,37,48,24426,-1.6,30.00219947,108.9809041,-1.2770226999999998,2.5605931
1460,24,50.0,4,37,63,24427,-1.6,29.85568396,108.9896564,-1.2726768999999998,2.4813961
1461,24,50.0,4,37,78,24428,-1.6,29.73212227,108.990428,-1.2691618999999998,2.4055471
1462,24,50.0,4,52,33,24429,-1.6,30.09447951,108.9262124,-1.2777412,2.3173409
1463,24,50.0,4,52,48,24430,-1.6,29.90230951,108.9629609,-1.2710535,2.2189866
1464,24,50.0,4,52,63,24431,-1.6,29.74878746,108.9797774,-1.2659672,2.1288315
1465,24,50.0,4,52,78,24432,-1.6,29.61933686,108.9870114,-1.2618288,2.0438538
1466,24,50.0,6,22,33,24589,-1.6,30.89257166,108.9850131,-1.2866287,2.0243341
1467,24,50.0,6,22,48,24590,-1.6,30.73840682,108.9939972,-1.2817174,1.9288818
1468,24,50.0,6,22,63,24591,-1.6,30.617074100000004,108.9900943,-1.2780643,1.8354507
1469,24,50.0,6,22,78,24592,-1.6,30.51637329,108.98075049999998,-1.275143,1.7432298
1470,24,50.0,6,37,33,24593,-1.6,30.80849104,108.9557399,-1.2854418,1.6376943000000002
1471,24,50.0,6,37,48,24594,-1.6,30.64720646,108.98169740000002,-1.2799771,1.5299802
1472,24,50.0,6,37,63,24595,-1.6,30.5204814,108.9904438,-1.2758905,1.4273538
1473,24,50.0,6,37,78,24596,-1.6,30.41533101,108.9912107,-1.2726105,1.3279369
1474,24,50.0,6,52,33,24597,-1.6,30.71980492,108.9270229,-1.2813281,1.242029
1475,24,50.0,6,52,48,24598,-1.6,30.55018559,108.9637618,-1.2751319,1.1217381000000002
1476,24,50.0,6,52,63,24599,-1.6,30.41705108,108.9805716,-1.2704756,1.0098587
1477,24,50.0,6,52,78,24600,-1.6,30.30679161,108.9878003,-1.2667265,0.9033296
